# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0)   1.265 us    |              __of_find_all_nodes.part.0();
 0)   2.142 us    |              __of_device_is_compatible();
 0)   1.160 us    |              __of_find_all_nodes.part.0();
 0)   2.244 us    |              __of_device_is_compatible();
 0)   1.186 us    |              __of_find_all_nodes.part.0();
 0)   2.307 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.645 us    |              __of_device_is_compatible();
 0)   1.161 us    |              __of_find_all_nodes.part.0();
 0)   2.017 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.385 us    |              __of_device_is_compatible();
 0)   1.162 us    |              __of_find_all_nodes.part.0();
 0)   2.542 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.029 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.586 us    |              __of_device_is_compatible();
 0)   2.177 us    |              __of_find_all_nodes.part.0();
 0)   2.055 us    |              __of_device_is_compatible();
 0)   1.123 us    |              __of_find_all_nodes.part.0();
 0)   2.630 us    |              __of_device_is_compatible();
 0)   1.167 us    |              __of_find_all_nodes.part.0();
 0)   2.048 us    |              __of_device_is_compatible();
 0)   1.190 us    |              __of_find_all_nodes.part.0();
 0)   2.275 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   3.077 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.023 us    |              __of_device_is_compatible();
 0)   1.156 us    |              __of_find_all_nodes.part.0();
 0)   2.344 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.367 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   3.139 us    |              __of_device_is_compatible();
 0)   1.170 us    |              __of_find_all_nodes.part.0();
 0)   2.140 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.646 us    |              __of_device_is_compatible();
 0)   1.187 us    |              __of_find_all_nodes.part.0();
 0)   2.070 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.624 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.028 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.614 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
 0)   2.025 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.358 us    |              __of_device_is_compatible();
 0)   1.161 us    |              __of_find_all_nodes.part.0();
 0)   2.885 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.442 us    |              __of_device_is_compatible();
 0)   1.185 us    |              __of_find_all_nodes.part.0();
 0)   2.551 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.029 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.679 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.577 us    |              __of_device_is_compatible();
 0)   1.280 us    |              __of_find_all_nodes.part.0();
 0)   2.029 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.598 us    |              __of_device_is_compatible();
 0)   1.161 us    |              __of_find_all_nodes.part.0();
 0)   2.167 us    |              __of_device_is_compatible();
 0)   1.175 us    |              __of_find_all_nodes.part.0();
 0)   2.953 us    |              __of_device_is_compatible();
 0)   1.202 us    |              __of_find_all_nodes.part.0();
 0)   2.105 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.345 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.502 us    |              __of_device_is_compatible();
 0)   1.167 us    |              __of_find_all_nodes.part.0();
 0)   2.015 us    |              __of_device_is_compatible();
 0)   1.156 us    |              __of_find_all_nodes.part.0();
 0)   2.500 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.063 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.438 us    |              __of_device_is_compatible();
 0)   2.275 us    |              __of_find_all_nodes.part.0();
 0)   2.261 us    |              __of_device_is_compatible();
 0)   1.160 us    |              __of_find_all_nodes.part.0();
 0)   3.012 us    |              __of_device_is_compatible();
 0)   1.180 us    |              __of_find_all_nodes.part.0();
 0)   2.015 us    |              __of_device_is_compatible();
 0)   1.187 us    |              __of_find_all_nodes.part.0();
 0)   2.418 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.275 us    |              __of_device_is_compatible();
 0)   1.172 us    |              __of_find_all_nodes.part.0();
 0)   2.810 us    |              __of_device_is_compatible();
 0)   1.154 us    |              __of_find_all_nodes.part.0();
 0)   2.805 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.029 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.343 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.635 us    |              __of_device_is_compatible();
 0)   1.156 us    |              __of_find_all_nodes.part.0();
 0)   2.067 us    |              __of_device_is_compatible();
 0)   1.193 us    |              __of_find_all_nodes.part.0();
 0)   2.407 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.675 us    |              __of_device_is_compatible();
 0)   1.171 us    |              __of_find_all_nodes.part.0();
 0)   2.025 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.265 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.764 us    |              __of_device_is_compatible();
 0)   1.163 us    |              __of_find_all_nodes.part.0();
 0)   2.035 us    |              __of_device_is_compatible();
 0)   1.165 us    |              __of_find_all_nodes.part.0();
 0)   2.361 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.963 us    |              __of_device_is_compatible();
 0)   1.202 us    |              __of_find_all_nodes.part.0();
 0)   2.043 us    |              __of_device_is_compatible();
 0)   1.156 us    |              __of_find_all_nodes.part.0();
 0)   2.568 us    |              __of_device_is_compatible();
 0)   1.153 us    |              __of_find_all_nodes.part.0();
 0)   2.015 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
 0)   2.868 us    |              __of_device_is_compatible();
 0)   1.162 us    |              __of_find_all_nodes.part.0();
 0)   2.015 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
 0)   2.355 us    |              __of_device_is_compatible();
 0)   1.260 us    |              __of_find_all_nodes.part.0();
 0)   2.634 us    |              __of_device_is_compatible();
 0)   1.162 us    |              __of_find_all_nodes.part.0();
 0)   2.017 us    |              __of_device_is_compatible();
 0)   1.200 us    |              __of_find_all_nodes.part.0();
 0)   2.388 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.365 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.483 us    |              __of_device_is_compatible();
 0)   1.174 us    |              __of_find_all_nodes.part.0();
 0)   2.017 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.480 us    |              __of_device_is_compatible();
 0)   1.161 us    |              __of_find_all_nodes.part.0();
 0)   2.620 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.208 us    |              __of_device_is_compatible();
 0)   2.168 us    |              __of_find_all_nodes.part.0();
 0)   2.277 us    |              __of_device_is_compatible();
 0)   1.142 us    |              __of_find_all_nodes.part.0();
 0)   3.023 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.029 us    |              __of_device_is_compatible();
 0)   1.187 us    |              __of_find_all_nodes.part.0();
 0)   2.208 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
 0)   2.474 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.028 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.557 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.146 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
 0)   2.352 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.712 us    |              __of_device_is_compatible();
 0)   1.183 us    |              __of_find_all_nodes.part.0();
 0)   2.016 us    |              __of_device_is_compatible();
 0)   1.185 us    |              __of_find_all_nodes.part.0();
 0)   2.615 us    |              __of_device_is_compatible();
 0)   1.161 us    |              __of_find_all_nodes.part.0();
 0)   2.016 us    |              __of_device_is_compatible();
 0)   1.155 us    |              __of_find_all_nodes.part.0();
 0)   2.909 us    |              __of_device_is_compatible();
 0)   1.159 us    |              __of_find_all_nodes.part.0();
 0)   2.037 us    |              __of_device_is_compatible();
 0)   1.158 us    |              __of_find_all_nodes.part.0();
 0)   2.280 us    |              __of_device_is_compatible();
 0)   1.157 us    |              __of_find_all_nodes.part.0();
