# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 0) + 34.973 us   |          }
 0)               |          of_dma_is_coherent() {
 0)               |            of_find_property() {
 0)   1.197 us    |              _raw_spin_lock_irqsave();
 0)   1.497 us    |              __of_find_property();
 0)   1.198 us    |              _raw_spin_unlock_irqrestore();
 0)   8.392 us    |            }
 0)               |            of_get_next_parent() {
 0)   1.955 us    |              of_get_parent();
 0)   4.273 us    |            }
 0)               |            of_find_property() {
 0)   1.193 us    |              _raw_spin_lock_irqsave();
 0)   1.340 us    |              __of_find_property();
 0)   1.178 us    |              _raw_spin_unlock_irqrestore();
 0)   8.297 us    |            }
 0)               |            of_get_next_parent() {
 0)   2.075 us    |              of_get_parent();
 0)   4.364 us    |            }
 0)               |            of_find_property() {
 0)   1.234 us    |              _raw_spin_lock_irqsave();
 0)   2.283 us    |              __of_find_property();
 0)   1.395 us    |              _raw_spin_unlock_irqrestore();
 0)   9.345 us    |            }
 0)               |            of_get_next_parent() {
 0)   1.964 us    |              of_get_parent();
 0)   4.251 us    |            }
 0) + 46.900 us   |          }
 0)   1.714 us    |          arch_setup_dma_ops();
 0) + 90.090 us   |        }
 0) + 92.788 us   |      }
 0)               |      driver_sysfs_add() {
 0)   1.175 us    |        blocking_notifier_call_chain();
 0)               |        sysfs_create_link() {
 0)               |          sysfs_do_create_link_sd() {
 0)   1.385 us    |            _raw_spin_lock();
 0)   1.455 us    |            kernfs_get();
 0)               |            kernfs_create_link() {
 0) + 18.194 us   |              kernfs_new_node();
 0)   1.926 us    |              kernfs_get();
 0)   6.235 us    |              kernfs_add_one();
 0) + 31.866 us   |            }
 0)   1.370 us    |            kernfs_put();
 0) + 42.190 us   |          }
 0) + 44.623 us   |        }
 0)               |        sysfs_create_link() {
 0)               |          sysfs_do_create_link_sd() {
 0)   1.188 us    |            _raw_spin_lock();
 0)   1.213 us    |            kernfs_get();
 0)               |            kernfs_create_link() {
 0)   4.761 us    |              kernfs_new_node();
 0)   1.225 us    |              kernfs_get();
 0)   6.060 us    |              kernfs_add_one();
 0) + 17.152 us   |            }
 0)   1.190 us    |            kernfs_put();
 0) + 26.795 us   |          }
 0) + 29.053 us   |        }
 0) + 80.293 us   |      }
 0)               |      platform_drv_probe() {
 0)               |        of_clk_set_defaults() {
 0)               |          of_count_phandle_with_args() {
 0)               |            of_phandle_iterator_init() {
 0)   3.003 us    |              of_find_property();
 0)   5.702 us    |            }
 0)   9.742 us    |          }
 0)               |          of_find_property() {
 0)   1.237 us    |            _raw_spin_lock_irqsave();
 0)   1.515 us    |            __of_find_property();
 0)   1.188 us    |            _raw_spin_unlock_irqrestore();
 0)   8.565 us    |          }
 0)   1.287 us    |          of_prop_next_u32();
 0) + 25.416 us   |        }
 0)   1.226 us    |        dev_pm_domain_attach();
 0)               |        aspeed_mdio_probe() {
 0)               |          devm_mdiobus_alloc_size() {
 0)               |            devres_alloc_node() {
 0)   2.153 us    |              __kmalloc_track_caller();
 0)   4.539 us    |            }
 0)               |            mdiobus_alloc_size() {
 0)   3.048 us    |              __kmalloc();
 0)   5.700 us    |            }
 0)               |            devres_add() {
 0)   1.254 us    |              _raw_spin_lock_irqsave();
 0)   1.413 us    |              add_dr();
 0)   1.385 us    |              _raw_spin_unlock_irqrestore();
 0)   8.980 us    |            }
 0) + 24.740 us   |          }
 0)               |          devm_platform_ioremap_resource() {
 0)               |            devm_kasprintf() {
 0)   8.470 us    |              devm_kvasprintf();
 0) + 11.690 us   |            }
 0)               |            __devm_request_region() {
 0)   2.823 us    |              devres_alloc_node();
 0)   6.692 us    |              __request_region();
 0)   2.463 us    |              devres_add();
 0) + 17.089 us   |            }
 0)               |            devres_alloc_node() {
 0)   2.097 us    |              __kmalloc_track_caller();
 0)   4.593 us    |            }
 0)               |            ioremap() {
 0) + 21.516 us   |              __arm_ioremap_caller();
 0) + 24.377 us   |            }
 0)               |            devres_add() {
 0)   1.185 us    |              _raw_spin_lock_irqsave();
 0)   1.187 us    |              add_dr();
 0)   1.175 us    |              _raw_spin_unlock_irqrestore();
 0)   8.137 us    |            }
 0) + 75.128 us   |          }
 0)               |          of_mdiobus_register() {
 0)               |            of_device_is_available() {
 0)   1.188 us    |              _raw_spin_lock_irqsave();
 0)   2.440 us    |              __of_device_is_available.part.0();
 0)   1.298 us    |              _raw_spin_unlock_irqrestore();
 0)   9.870 us    |            }
 0)               |            of_property_read_variable_u32_array() {
 0)   3.366 us    |              of_find_property_value_of_size();
 0)   5.858 us    |            }
 0)               |            __mdiobus_register() {
 0)   4.975 us    |              dev_set_name();
 0) ! 221.624 us  |              device_register();
 0)   1.715 us    |              __mutex_init();
 0) + 56.490 us   |              devm_gpiod_get_optional();
 0)   2.833 us    |              mdiobus_setup_mdiodev_from_board_info();
 0) # 4305.781 us |              printk();
 0) # 4606.121 us |            }
 0)               |            of_get_next_available_child() {
 0)   1.239 us    |              _raw_spin_lock_irqsave();
 0)   2.275 us    |              __of_device_is_available.part.0();
 0)   1.192 us    |              _raw_spin_unlock_irqrestore();
 0)   9.532 us    |            }
 0)               |            of_property_read_variable_u32_array() {
 0)   3.122 us    |              of_find_property_value_of_size();
 0)   5.857 us    |            }
 0)               |            of_mdiobus_child_is_phy() {
 0)   5.978 us    |              of_get_phy_id();
 0)   4.343 us    |              of_device_is_compatible();
 0)   4.435 us    |              of_device_is_compatible();
 0) + 20.292 us   |            }
 0)               |            of_mdiobus_register_phy() {
 0)   4.126 us    |              of_device_is_compatible();
 0)   4.261 us    |              of_get_phy_id();
 0) * 14388.85 us |              get_phy_device();
 0) + 50.189 us   |              of_irq_get();
 0)   2.780 us    |              of_find_property();
 0)   3.248 us    |              of_property_read_variable_u32_array();
 0)   3.227 us    |              of_property_read_variable_u32_array();
 0) ! 359.223 us  |              phy_device_register();
 0) * 14842.64 us |            }
 0)               |            of_get_next_available_child() {
 0)   1.210 us    |              _raw_spin_lock_irqsave();
 0)   1.192 us    |              _raw_spin_unlock_irqrestore();
 0)   7.040 us    |            }
 0) * 19521.74 us |          }
 0) * 19634.05 us |        }
 0) * 19666.48 us |      }
 0)               |      device_add_groups() {
 0)   1.151 us    |        sysfs_create_groups();
 0)   3.455 us    |      }
 0)   1.624 us    |      pinctrl_init_done();
 0)               |      driver_bound() {
 0)   1.213 us    |        _raw_spin_lock();
 0)               |        device_links_driver_bound() {
 0)   1.300 us    |          mutex_lock();
 0)   1.195 us    |          mutex_unlock();
 0)   6.519 us    |        }
 0)               |        device_pm_check_callbacks() {
 0)   1.366 us    |          _raw_spin_lock_irq();
 0)   1.338 us    |          pm_ops_is_empty();
 0)   6.718 us    |        }
 0)               |        driver_deferred_probe_del() {
 0)   1.331 us    |          mutex_lock();
 0)   1.320 us    |          mutex_unlock();
 0)   6.546 us    |        }
 0)   1.325 us    |        blocking_notifier_call_chain();
 0)   1.198 us    |        dev_uevent_filter();
 0)   1.391 us    |        dev_uevent_name();
 0)               |        kmem_cache_alloc_trace() {
 0)   1.140 us    |          should_failslab();
 0)   5.057 us    |        }
 0)               |        __kmalloc() {
 0)   1.222 us    |          kmalloc_slab();
 0)   1.372 us    |          should_failslab();
 0)   6.584 us    |        }
 0)               |        dev_uevent() {
 0)               |          of_device_uevent() {
 0)               |            of_get_property() {
 0)   3.267 us    |              of_find_property();
 0)   6.125 us    |            }
 0)               |            of_find_property() {
 0)   1.265 us    |              _raw_spin_lock_irqsave();
 0)   1.335 us    |              __of_find_property();
 0)   1.395 us    |              _raw_spin_unlock_irqrestore();
 0)   9.320 us    |            }
 0)   1.371 us    |            of_prop_next_string();
 0)   1.513 us    |            of_prop_next_string();
 0)   1.401 us    |            mutex_lock();
 0)   1.590 us    |            mutex_unlock();
 0) + 36.595 us   |          }
 0)               |          platform_uevent() {
 0)               |            of_device_uevent_modalias() {
 0)   9.704 us    |              of_device_get_modalias();
 0) + 13.025 us   |            }
 0) + 15.725 us   |          }
 0) + 58.232 us   |        }
 0)   1.393 us    |        mutex_lock();
 0)   1.595 us    |        netlink_has_listeners();
 0)   1.485 us    |        consume_skb();
 0)   1.247 us    |        mutex_unlock();
 0)               |        kfree() {
 0)   1.419 us    |          ___cache_free();
 0)   3.911 us    |        }
 0)               |        kfree() {
 0)   1.377 us    |          ___cache_free();
 0)   3.808 us    |        }
 0) ! 136.478 us  |      }
 0)               |      __wake_up() {
 0)               |        __wake_up_common_lock() {
 0)   1.410 us    |          _raw_spin_lock_irqsave();
 0)   1.290 us    |          __wake_up_common();
 0)   1.275 us    |          _raw_spin_unlock_irqrestore();
 0)   9.270 us    |        }
 0) + 12.287 us   |      }
 0) * 20449.72 us |    }
 0)               |    ktime_get() {
 0)   1.420 us    |      arch_counter_read();
 0)   4.453 us    |    }
 0)               |    printk() {
 0)               |      vprintk_func() {
 0)               |        vprintk_default() {
 0)               |          vprintk_emit() {
 0)   1.357 us    |            __printk_safe_enter();
 0)   1.407 us    |            _raw_spin_lock();
 0)               |            vprintk_store() {
 0)   4.517 us    |              log_store.constprop.0();
 0) + 10.613 us   |            }
 0)   1.172 us    |            __printk_safe_exit();
 0)               |            console_trylock() {
 0)   3.426 us    |              __down_trylock_console_sem.constprop.0();
 0)   6.035 us    |            }
 0)               |            console_unlock() {
 0)   1.159 us    |              __printk_safe_enter();
 0)   1.212 us    |              _raw_spin_lock();
 0)   3.960 us    |              __up_console_sem.constprop.0();
 0)   1.228 us    |              _raw_spin_lock();
 0)   1.203 us    |              __printk_safe_exit();
 0) + 20.045 us   |            }
 0)   1.419 us    |            wake_up_klogd.part.0();
 0) + 53.428 us   |          }
 0) + 56.073 us   |        }
 0) + 59.250 us   |      }
 0) + 62.301 us   |    }
 0)               |    __pm_runtime_idle() {
 0)   1.205 us    |      _raw_spin_lock_irqsave();
