# tracer: function_graph
#
# CPU  DURATION                  FUNCTION CALLS
# |     |   |                     |   |   |   |
 0)               |  __probe_kernel_read() {
 1)   1.404 us    |          kmalloc_slab();
 1)   1.233 us    |          should_failslab();
 1)   6.488 us    |        }
 1)               |        dev_uevent() {
 1)               |          of_device_uevent() {
 1)               |            of_get_property() {
 1)   4.268 us    |              of_find_property();
 1)   7.085 us    |            }
 1)               |            of_find_property() {
 1)   1.253 us    |              _raw_spin_lock_irqsave();
 1)   1.525 us    |              __of_find_property();
 1)   1.392 us    |              _raw_spin_unlock_irqrestore();
 1)   9.093 us    |            }
 1)   1.254 us    |            of_prop_next_string();
 1)   1.318 us    |            of_prop_next_string();
 1)   1.185 us    |            mutex_lock();
 1)   1.189 us    |            mutex_unlock();
 1) + 37.072 us   |          }
 1)               |          platform_uevent() {
 1)               |            of_device_uevent_modalias() {
 1) + 11.607 us   |              of_device_get_modalias();
 1) + 15.223 us   |            }
 1) + 17.896 us   |          }
 1) + 61.127 us   |        }
 1)   1.274 us    |        mutex_lock();
 1)   1.386 us    |        netlink_has_listeners();
 1)   1.235 us    |        consume_skb();
 1)   1.191 us    |        mutex_unlock();
 1)               |        kfree() {
 1)   1.205 us    |          ___cache_free();
 1)   3.668 us    |        }
 1)               |        kfree() {
 1)   1.189 us    |          ___cache_free();
 1)   3.520 us    |        }
 1) ! 135.990 us  |      }
 1)               |      __wake_up() {
 1)               |        __wake_up_common_lock() {
 1)   1.183 us    |          _raw_spin_lock_irqsave();
 1)   1.225 us    |          __wake_up_common();
 1)   1.215 us    |          _raw_spin_unlock_irqrestore();
 1) + 12.203 us   |        }
 1) + 14.460 us   |      }
 1) * 25843.41 us |    }
 1)               |    ktime_get() {
 1)   1.198 us    |      arch_counter_read();
 1)   3.600 us    |    }
 1)               |    printk() {
 1)               |      vprintk_func() {
 1)               |        vprintk_default() {
 1)               |          vprintk_emit() {
 1)   1.163 us    |            __printk_safe_enter();
 1)   1.200 us    |            _raw_spin_lock();
 1)               |            vprintk_store() {
 1)   2.782 us    |              log_store.constprop.0();
 1)   7.638 us    |            }
 1)   1.155 us    |            __printk_safe_exit();
 1)               |            console_trylock() {
 1)   3.118 us    |              __down_trylock_console_sem.constprop.0();
 1)   5.650 us    |            }
 1)               |            console_unlock() {
 1)   1.172 us    |              __printk_safe_enter();
 1)   1.211 us    |              _raw_spin_lock();
 1)   3.158 us    |              __up_console_sem.constprop.0();
 1)   1.239 us    |              _raw_spin_lock();
 1)   1.214 us    |              __printk_safe_exit();
 1) + 15.502 us   |            }
 1)   1.230 us    |            wake_up_klogd.part.0();
 1) + 42.982 us   |          }
 1) + 45.333 us   |        }
 1) + 47.645 us   |      }
 1) + 50.101 us   |    }
 1)               |    __pm_runtime_idle() {
 1)   1.192 us    |      _raw_spin_lock_irqsave();
 1)               |      rpm_idle() {
 1)   1.345 us    |        rpm_check_suspend_allowed();
 1)   3.782 us    |      }
 1)   1.177 us    |      _raw_spin_unlock_irqrestore();
 1) + 10.781 us   |    }
 1)               |    __pm_runtime_idle() {
 1)   1.360 us    |      _raw_spin_lock_irqsave();
 1)               |      rpm_idle() {
 1)   1.159 us    |        rpm_check_suspend_allowed();
 1)   3.440 us    |      }
 1)   1.177 us    |      _raw_spin_unlock_irqrestore();
 1) + 10.750 us   |    }
 1)               |    pm_runtime_put_suppliers() {
 1)               |      device_links_read_lock() {
 1)   1.192 us    |        __srcu_read_lock();
 1)   3.614 us    |      }
 1)               |      device_links_read_unlock() {
 1)   1.193 us    |        __srcu_read_unlock();
 1)   3.475 us    |      }
 1) + 10.640 us   |    }
 1) * 25976.78 us |  }
 1)   8.935 us    |  bus_probe_device();
 1)               |  driver_probe_device() {
 1)               |    pm_runtime_get_suppliers() {
 1)               |      device_links_read_lock() {
 1)   1.727 us    |        __srcu_read_lock();
 1)   5.200 us    |      }
 1)               |      device_links_read_unlock() {
 1)   1.513 us    |        __srcu_read_unlock();
 1)   3.869 us    |      }
 1) + 13.203 us   |    }
 1)               |    __pm_runtime_resume() {
 1)   1.313 us    |      _raw_spin_lock_irqsave();
 1)   2.569 us    |      rpm_resume();
 1)   1.181 us    |      _raw_spin_unlock_irqrestore();
 1) + 10.230 us   |    }
 1)               |    pm_runtime_barrier() {
 1)   1.433 us    |      _raw_spin_lock_irq();
 1)   1.582 us    |      __pm_runtime_barrier();
 1)   7.213 us    |    }
 1)               |    ktime_get() {
 1)   1.203 us    |      arch_counter_read();
 1)   3.624 us    |    }
 1)               |    really_probe() {
 1)               |      device_links_check_suppliers() {
 1)   1.332 us    |        mutex_lock();
 1)   1.198 us    |        mutex_unlock();
 1)   6.210 us    |      }
 1)               |      pinctrl_bind_pins() {
 1)               |        devm_kmalloc() {
 1)               |          __kmalloc_track_caller() {
 1)   1.182 us    |            kmalloc_slab();
 1)   1.163 us    |            should_failslab();
 1)   6.072 us    |          }
 1)               |          devres_add() {
 1)   1.214 us    |            _raw_spin_lock_irqsave();
 1)   1.158 us    |            add_dr();
 1)   1.188 us    |            _raw_spin_unlock_irqrestore();
 1)   8.520 us    |          }
 1) + 18.377 us   |        }
 1)               |        devm_pinctrl_get() {
 1)               |          devres_alloc_node() {
 1)               |            __kmalloc_track_caller() {
 1)   1.150 us    |              kmalloc_slab();
 1)   1.154 us    |              should_failslab();
 1)   9.530 us    |            }
 1) + 12.075 us   |          }
 1)               |          pinctrl_get() {
 1)   1.490 us    |            mutex_lock();
 1)   1.363 us    |            mutex_unlock();
 1)               |            create_pinctrl() {
 1)   1.675 us    |              kmem_cache_alloc_trace();
 1) ! 135.418 us  |              pinctrl_dt_to_map();
 1)   1.443 us    |              mutex_lock();
 1)   2.513 us    |              create_state();
 1)   1.667 us    |              kmem_cache_alloc_trace();
 1)   2.565 us    |              get_pinctrl_dev_from_devname();
 1) ! 132.223 us  |              pinmux_map_to_setting();
 1)   1.275 us    |              mutex_unlock();
 1)   1.206 us    |              mutex_lock();
 1)   1.200 us    |              mutex_unlock();
 1) ! 303.215 us  |            }
 1) ! 311.776 us  |          }
 1)               |          devres_add() {
 1)   1.217 us    |            _raw_spin_lock_irqsave();
 1)   1.350 us    |            add_dr();
 1)   1.211 us    |            _raw_spin_unlock_irqrestore();
 1)   8.348 us    |          }
 1) ! 337.303 us  |        }
 1)   1.533 us    |        pinctrl_lookup_state();
 1)   1.507 us    |        pinctrl_lookup_state();
 1)               |        pinctrl_select_state() {
 1)               |          pinctrl_commit_state() {
 1)               |            pinmux_enable_setting() {
 1)   1.612 us    |              aspeed_pinctrl_get_group_pins();
 1)   3.490 us    |              pin_request();
 1)   1.826 us    |              pin_request();
 1) + 19.667 us   |              aspeed_pinmux_set_mux();
 1) + 34.463 us   |            }
 1) + 37.785 us   |          }
 1) + 40.378 us   |        }
 1)   1.442 us    |        pinctrl_lookup_state();
 1)   1.325 us    |        pinctrl_lookup_state();
 1) ! 413.623 us  |      }
 1)               |      platform_dma_configure() {
 1)               |        of_dma_configure() {
 1)               |          of_dma_get_range() {
 1)               |            of_n_addr_cells() {
 1)   3.773 us    |              of_property_read_variable_u32_array();
 1)   6.616 us    |            }
 1)               |            of_n_size_cells() {
 1)   3.450 us    |              of_property_read_variable_u32_array();
 1)   6.011 us    |            }
 1)               |            __of_get_dma_parent() {
 1)   3.257 us    |              of_property_match_string();
 1)   2.114 us    |              of_get_parent();
 1)   9.279 us    |            }
 1)               |            of_get_property() {
 1)   3.337 us    |              of_find_property();
 1)   5.648 us    |            }
 1) + 34.338 us   |          }
 1)               |          of_dma_is_coherent() {
 1)               |            of_find_property() {
 1)   1.193 us    |              _raw_spin_lock_irqsave();
 1)   1.510 us    |              __of_find_property();
 1)   1.198 us    |              _raw_spin_unlock_irqrestore();
 1)   8.670 us    |            }
 1)               |            of_get_next_parent() {
 1)   1.965 us    |              of_get_parent();
 1)   4.378 us    |            }
 1)               |            of_find_property() {
 1)   1.170 us    |              _raw_spin_lock_irqsave();
 1)   1.335 us    |              __of_find_property();
 1)   1.195 us    |              _raw_spin_unlock_irqrestore();
 1)   8.384 us    |            }
 1)               |            of_get_next_parent() {
 1)   1.963 us    |              of_get_parent();
 1)   4.294 us    |            }
 1)               |            of_find_property() {
 1)   1.196 us    |              _raw_spin_lock_irqsave();
 1)   2.310 us    |              __of_find_property();
 1)   1.235 us    |              _raw_spin_unlock_irqrestore();
 1)   9.185 us    |            }
 1)               |            of_get_next_parent() {
 1)   1.963 us    |              of_get_parent();
 1)   4.364 us    |            }
 1) + 47.274 us   |          }
 1)   1.450 us    |          arch_setup_dma_ops();
 1) + 90.120 us   |        }
 1) + 92.557 us   |      }
 1)               |      driver_sysfs_add() {
 1)   1.275 us    |        blocking_notifier_call_chain();
 1)               |        sysfs_create_link() {
 1)               |          sysfs_do_create_link_sd() {
 1)   2.890 us    |            _raw_spin_lock();
 1)   1.380 us    |            kernfs_get();
 1)               |            kernfs_create_link() {
 1) + 23.537 us   |              kernfs_new_node();
 1)   1.245 us    |              kernfs_get();
 1)   7.350 us    |              kernfs_add_one();
 1) + 37.970 us   |            }
 1)   1.517 us    |            kernfs_put();
 1) + 50.672 us   |          }
 1) + 53.095 us   |        }
 1)               |        sysfs_create_link() {
 1)               |          sysfs_do_create_link_sd() {
 1)   1.193 us    |            _raw_spin_lock();
 1)   1.182 us    |            kernfs_get();
 1)               |            kernfs_create_link() {
 1)   4.877 us    |              kernfs_new_node();
 1)   1.269 us    |              kernfs_get();
 1)   5.883 us    |              kernfs_add_one();
 1) + 17.047 us   |            }
 1)   1.196 us    |            kernfs_put();
 1) + 26.415 us   |          }
 1) + 28.827 us   |        }
 1) + 88.417 us   |      }
 1)               |      platform_drv_probe() {
 1)               |        of_clk_set_defaults() {
 1)               |          of_count_phandle_with_args() {
 1)               |            of_phandle_iterator_init() {
